,Pmid,Sentences,PHENOTYPE,COMPOUND,Has Match,Cause Match,Effect Match,Verb Match
11,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Rifapentine,Less Cytotoxicity,induced
12,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Rifaximin,Cytotoxicity,induced
13,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Rifaximin,Less Cytotoxicity,induced
14,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Vic,Less Cytotoxicity,induced
15,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Rifampin,Less Cytotoxicity,induced
16,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Vic,Less Cytotoxicity,induced
17,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Rifapentine,Less Cytotoxicity,induced
18,35806386,"Interestingly,  only the combination of VIC + rifabutin induced remarkable levels of cytotoxicity in resistant KBV20C cells, whereas other combinations (VIC + rifampin, VIC + rifapentine, and VIC + rifaximin) induced less cytotoxicity.","['cytotoxicity', 'less cytotoxicity']","['VIC', 'rifabutin', 'VIC', 'rifampin', 'VIC', 'rifapentine', 'rifaximin']",True,Rifaximin,Less Cytotoxicity,induced
19,35806386,"As rifabutin has long been used in the clinic, repositioning this drug for P-gp-overexpressing resistant cancer could increase the availability of treatments for patients with drug-resistant cancer.","['cancer', 'cancer']",['rifabutin'],True,Rifabutin,Cancer,increase
20,35806386,"As rifabutin has long been used in the clinic, repositioning this drug for P-gp-overexpressing resistant cancer could increase the availability of treatments for patients with drug-resistant cancer.","['cancer', 'cancer']",['rifabutin'],True,Rifabutin,Cancer,increase
21,35134182," Linezolid trough concentration, male sex and age (but not HIV positivity) were independently associated with a decrease in haemoglobin >2 g/dL. Trough linezolid concentration of 2.5 mg/L or higher resulted in optimal model performance to describe changing haemoglobin and treatment-emergent anaemia (adjusted OR 2.9; 95% CI 1.3-6.8).","['decrease in haemoglobin', 'treatment-emergent anaemia']","['Linezolid', 'linezolid']",True,Linezolid,Decrease In Haemoglobin,associated
22,35134182," Linezolid trough concentration, male sex and age (but not HIV positivity) were independently associated with a decrease in haemoglobin >2 g/dL. Trough linezolid concentration of 2.5 mg/L or higher resulted in optimal model performance to describe changing haemoglobin and treatment-emergent anaemia (adjusted OR 2.9; 95% CI 1.3-6.8).","['decrease in haemoglobin', 'treatment-emergent anaemia']","['Linezolid', 'linezolid']",True,Linezolid,Treatment-Emergent Anaemia,associated
23,35134182," Linezolid trough concentration, male sex and age (but not HIV positivity) were independently associated with a decrease in haemoglobin >2 g/dL. Trough linezolid concentration of 2.5 mg/L or higher resulted in optimal model performance to describe changing haemoglobin and treatment-emergent anaemia (adjusted OR 2.9; 95% CI 1.3-6.8).","['decrease in haemoglobin', 'treatment-emergent anaemia']","['Linezolid', 'linezolid']",True,Linezolid,Decrease In Haemoglobin,associated
24,35134182," Linezolid trough concentration, male sex and age (but not HIV positivity) were independently associated with a decrease in haemoglobin >2 g/dL. Trough linezolid concentration of 2.5 mg/L or higher resulted in optimal model performance to describe changing haemoglobin and treatment-emergent anaemia (adjusted OR 2.9; 95% CI 1.3-6.8).","['decrease in haemoglobin', 'treatment-emergent anaemia']","['Linezolid', 'linezolid']",True,Linezolid,Treatment-Emergent Anaemia,associated
25,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,3-Oh-Nbp,Cell Death,induced
26,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,3-Oh-Nbp,Oxidative Stresses,induced
27,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,Glutathione,Cell Death,induced
28,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,Glutathione,Oxidative Stresses,induced
29,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,N-Acetylcysteine,Cell Death,induced
30,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,N-Acetylcysteine,Oxidative Stresses,induced
31,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,3-Nac-Nbp,Cell Death,induced
32,34762904," 3-OH-NBP induced remarkable cell death and oxidative stresses in hepatocytes, which correlated well with the levels of glutathione and N-acetylcysteine adducts (3-GSH-NBP and 3-NAC-NBP) in cell supernatants.","['cell death', 'oxidative stresses']","['glutathione', 'N-acetylcysteine', '3-NAC-NBP']",True,3-Nac-Nbp,Oxidative Stresses,induced
33,32788383,"  Extracellular hydrogen peroxide can induce oxidative stress, which can cause cell death if unresolved.","['oxidative stress', 'cell death']",['hydrogen peroxide'],True,Hydrogen Peroxide,Oxidative Stress,induce
34,32788383,"  Extracellular hydrogen peroxide can induce oxidative stress, which can cause cell death if unresolved.","['oxidative stress', 'cell death']",['hydrogen peroxide'],True,Hydrogen Peroxide,Cell Death,induce
35,26089164,"Our results revealed that paraquat elicited cardiac enlargement, mechanical anomalies including compromised echocardiographic parameters (elevated left ventricular end-systolic and end-diastolic diameters as well as reduced factional shortening), suppressed cardiomyocyte contractile function, intracellular Ca(2+) handling, overt apoptosis and mitochondrial damage.","['cardiac enlargement', 'reduced factional shortening', 'overt apoptosis']",['paraquat'],True,Paraquat,Cardiac Enlargement,elicited
36,26089164,"Our results revealed that paraquat elicited cardiac enlargement, mechanical anomalies including compromised echocardiographic parameters (elevated left ventricular end-systolic and end-diastolic diameters as well as reduced factional shortening), suppressed cardiomyocyte contractile function, intracellular Ca(2+) handling, overt apoptosis and mitochondrial damage.","['cardiac enlargement', 'reduced factional shortening', 'overt apoptosis']",['paraquat'],True,Paraquat,Reduced Factional Shortening,elicited
37,26089164,"Our results revealed that paraquat elicited cardiac enlargement, mechanical anomalies including compromised echocardiographic parameters (elevated left ventricular end-systolic and end-diastolic diameters as well as reduced factional shortening), suppressed cardiomyocyte contractile function, intracellular Ca(2+) handling, overt apoptosis and mitochondrial damage.","['cardiac enlargement', 'reduced factional shortening', 'overt apoptosis']",['paraquat'],True,Paraquat,Overt Apoptosis,elicited
38,22112368,"  BACKGROUND: Paraquat (1, 1-dimethyl-4, 4-bipyridium dichloride; PQ) causes neurotoxicity, especially dopaminergic neurotoxicity, and is a supposed risk factor for Parkinson's disease (PD).","['neurotoxicity', 'dopaminergic neurotoxicity']",['Paraquat'],True,Paraquat,Neurotoxicity,causes
39,22112368,"  BACKGROUND: Paraquat (1, 1-dimethyl-4, 4-bipyridium dichloride; PQ) causes neurotoxicity, especially dopaminergic neurotoxicity, and is a supposed risk factor for Parkinson's disease (PD).","['neurotoxicity', 'dopaminergic neurotoxicity']",['Paraquat'],True,Paraquat,Dopaminergic Neurotoxicity,causes
40,12974543,"In addition to degree of paraquat exposure, survival after acute paraquat poisoning was associated with age, respiratory rate, pH, PaCO2, hemoglobin, white-blood-cell count, blood urea nitrogen, amylase, and","['survival', 'blood urea nitrogen, amylase']",['paraquat'],True,Paraquat,Survival,associated
41,12974543,"In addition to degree of paraquat exposure, survival after acute paraquat poisoning was associated with age, respiratory rate, pH, PaCO2, hemoglobin, white-blood-cell count, blood urea nitrogen, amylase, and","['survival', 'blood urea nitrogen, amylase']",['paraquat'],True,Paraquat,"Blood Urea Nitrogen, Amylase",associated
42,7062288,These results indicate that paraquat causes an early and reversible depression of pulmonary endothelial cell uptake of serotonin which antedates morphological alterations in lung and the endothelial cell and which is not prevented by treatment with exogenous superoxide dismutase.,"['depression', 'morphological alterations in lung']","['paraquat', 'serotonin']",True,Paraquat,Depression,causes
43,7062288,These results indicate that paraquat causes an early and reversible depression of pulmonary endothelial cell uptake of serotonin which antedates morphological alterations in lung and the endothelial cell and which is not prevented by treatment with exogenous superoxide dismutase.,"['depression', 'morphological alterations in lung']","['paraquat', 'serotonin']",True,Paraquat,Morphological Alterations In Lung,causes
44,7062288,These results indicate that paraquat causes an early and reversible depression of pulmonary endothelial cell uptake of serotonin which antedates morphological alterations in lung and the endothelial cell and which is not prevented by treatment with exogenous superoxide dismutase.,"['depression', 'morphological alterations in lung']","['paraquat', 'serotonin']",True,Serotonin,Depression,causes
45,7062288,These results indicate that paraquat causes an early and reversible depression of pulmonary endothelial cell uptake of serotonin which antedates morphological alterations in lung and the endothelial cell and which is not prevented by treatment with exogenous superoxide dismutase.,"['depression', 'morphological alterations in lung']","['paraquat', 'serotonin']",True,Serotonin,Morphological Alterations In Lung,causes
46,35708773,"Cholestasis was induced in mPCLS through a 48-h-incubation with three drugs known to induce cholestasis in humans, namely chlorpromazine (15, 20, and 30 µM), cyclosporin A (1, 3, and 6 µM) or glibenclamide (25, 50, and 65 µM).","['Cholestasis', 'cholestasis']","['chlorpromazine', 'cyclosporin', 'glibenclamide']",True,Chlorpromazine,Cholestasis,induced
47,35708773,"Cholestasis was induced in mPCLS through a 48-h-incubation with three drugs known to induce cholestasis in humans, namely chlorpromazine (15, 20, and 30 µM), cyclosporin A (1, 3, and 6 µM) or glibenclamide (25, 50, and 65 µM).","['Cholestasis', 'cholestasis']","['chlorpromazine', 'cyclosporin', 'glibenclamide']",True,Chlorpromazine,Cholestasis,induced
48,35708773,"Cholestasis was induced in mPCLS through a 48-h-incubation with three drugs known to induce cholestasis in humans, namely chlorpromazine (15, 20, and 30 µM), cyclosporin A (1, 3, and 6 µM) or glibenclamide (25, 50, and 65 µM).","['Cholestasis', 'cholestasis']","['chlorpromazine', 'cyclosporin', 'glibenclamide']",True,Cyclosporin,Cholestasis,induced
49,35708773,"Cholestasis was induced in mPCLS through a 48-h-incubation with three drugs known to induce cholestasis in humans, namely chlorpromazine (15, 20, and 30 µM), cyclosporin A (1, 3, and 6 µM) or glibenclamide (25, 50, and 65 µM).","['Cholestasis', 'cholestasis']","['chlorpromazine', 'cyclosporin', 'glibenclamide']",True,Cyclosporin,Cholestasis,induced
50,35708773,"Cholestasis was induced in mPCLS through a 48-h-incubation with three drugs known to induce cholestasis in humans, namely chlorpromazine (15, 20, and 30 µM), cyclosporin A (1, 3, and 6 µM) or glibenclamide (25, 50, and 65 µM).","['Cholestasis', 'cholestasis']","['chlorpromazine', 'cyclosporin', 'glibenclamide']",True,Glibenclamide,Cholestasis,induced
51,35708773,"Cholestasis was induced in mPCLS through a 48-h-incubation with three drugs known to induce cholestasis in humans, namely chlorpromazine (15, 20, and 30 µM), cyclosporin A (1, 3, and 6 µM) or glibenclamide (25, 50, and 65 µM).","['Cholestasis', 'cholestasis']","['chlorpromazine', 'cyclosporin', 'glibenclamide']",True,Glibenclamide,Cholestasis,induced
52,35708773,"Chlorpromazine led to the most pronounced cholestasis in  48 h, observed as increased toxicity; decreased protein and gene expression of the bile salt export pump; increased gene expression of multidrug resistance-associated protein 4; and accumulation of intracellular bile acids.","['cholestasis', 'increased toxicity', 'decreased protein and gene expression of the bile salt export pump', 'increased gene expression', 'accumulation of intracellular bile acids']",['Chlorpromazine'],True,Chlorpromazine,Cholestasis,led
53,35708773,"Chlorpromazine led to the most pronounced cholestasis in  48 h, observed as increased toxicity; decreased protein and gene expression of the bile salt export pump; increased gene expression of multidrug resistance-associated protein 4; and accumulation of intracellular bile acids.","['cholestasis', 'increased toxicity', 'decreased protein and gene expression of the bile salt export pump', 'increased gene expression', 'accumulation of intracellular bile acids']",['Chlorpromazine'],True,Chlorpromazine,Increased Toxicity,led
54,35708773,"Chlorpromazine led to the most pronounced cholestasis in  48 h, observed as increased toxicity; decreased protein and gene expression of the bile salt export pump; increased gene expression of multidrug resistance-associated protein 4; and accumulation of intracellular bile acids.","['cholestasis', 'increased toxicity', 'decreased protein and gene expression of the bile salt export pump', 'increased gene expression', 'accumulation of intracellular bile acids']",['Chlorpromazine'],True,Chlorpromazine,Decreased Protein And Gene Expression Of The Bile Salt Export Pump,led
55,35708773,"Chlorpromazine led to the most pronounced cholestasis in  48 h, observed as increased toxicity; decreased protein and gene expression of the bile salt export pump; increased gene expression of multidrug resistance-associated protein 4; and accumulation of intracellular bile acids.","['cholestasis', 'increased toxicity', 'decreased protein and gene expression of the bile salt export pump', 'increased gene expression', 'accumulation of intracellular bile acids']",['Chlorpromazine'],True,Chlorpromazine,Increased Gene Expression,led
56,35708773,"Chlorpromazine led to the most pronounced cholestasis in  48 h, observed as increased toxicity; decreased protein and gene expression of the bile salt export pump; increased gene expression of multidrug resistance-associated protein 4; and accumulation of intracellular bile acids.","['cholestasis', 'increased toxicity', 'decreased protein and gene expression of the bile salt export pump', 'increased gene expression', 'accumulation of intracellular bile acids']",['Chlorpromazine'],True,Chlorpromazine,Accumulation Of Intracellular Bile Acids,led
57,33485972,"Chlorpromazine also increased  the levels of serum urea, creatinine, total protein, albumin, globulin, bilirubin, alanine aminotransferase (ALT), aspartate aminotransferase (AST) and alkaline phosphatase (ALP) of the animals.","['levels of serum urea', 'alanine aminotransferase', 'aspartate aminotransferase (AST) and alkaline phosphatase (ALP)']",['Chlorpromazine'],True,Chlorpromazine,Levels Of Serum Urea,increased
58,33485972,"Chlorpromazine also increased  the levels of serum urea, creatinine, total protein, albumin, globulin, bilirubin, alanine aminotransferase (ALT), aspartate aminotransferase (AST) and alkaline phosphatase (ALP) of the animals.","['levels of serum urea', 'alanine aminotransferase', 'aspartate aminotransferase (AST) and alkaline phosphatase (ALP)']",['Chlorpromazine'],True,Chlorpromazine,Alanine Aminotransferase,increased
59,33485972,"Chlorpromazine also increased  the levels of serum urea, creatinine, total protein, albumin, globulin, bilirubin, alanine aminotransferase (ALT), aspartate aminotransferase (AST) and alkaline phosphatase (ALP) of the animals.","['levels of serum urea', 'alanine aminotransferase', 'aspartate aminotransferase (AST) and alkaline phosphatase (ALP)']",['Chlorpromazine'],True,Chlorpromazine,Aspartate Aminotransferase,increased
60,31806060,  INTRODUCTION: Serotonin and sympathomimetic toxicity (SST) after ingestion of amphetamine-based drugs can lead to severe morbidity and death.,"['severe morbidity', 'death']",['Serotonin'],True,Serotonin,Severe Morbidity,lead
61,31806060,  INTRODUCTION: Serotonin and sympathomimetic toxicity (SST) after ingestion of amphetamine-based drugs can lead to severe morbidity and death.,"['severe morbidity', 'death']",['Serotonin'],True,Serotonin,Death,lead
62,31371483,"SEP-856 demonstrated broad efficacy in putative rodent models relating to aspects of schizophrenia, including phencyclidine (PCP)-induced hyperactivity, prepulse inhibition, and PCP-induced deficits in social interaction.","['broad efficacy', 'schizophrenia', 'prepulse inhibition']",['phencyclidine'],True,Phencyclidine,Schizophrenia,relating
63,31371483,"SEP-856 demonstrated broad efficacy in putative rodent models relating to aspects of schizophrenia, including phencyclidine (PCP)-induced hyperactivity, prepulse inhibition, and PCP-induced deficits in social interaction.","['broad efficacy', 'schizophrenia', 'prepulse inhibition']",['phencyclidine'],True,Phencyclidine,Pcp)-Induced Hyperactivity,relating
64,31371483,"SEP-856 demonstrated broad efficacy in putative rodent models relating to aspects of schizophrenia, including phencyclidine (PCP)-induced hyperactivity, prepulse inhibition, and PCP-induced deficits in social interaction.","['broad efficacy', 'schizophrenia', 'prepulse inhibition']",['phencyclidine'],True,Phencyclidine,Prepulse Inhibition,relating
65,28928138,"Accumulation of these hydrophobic BAs resulted from strong inhibition of amidation, and in addition, for lithocholic acid reduction of its sulfoconjugation, and was associated with variable alterations of uptake and efflux transporters.","['Accumulation of these hydrophobic BAs', 'sulfoconjugation', 'variable alterations of uptake']",['lithocholic acid'],True,Lithocholic Acid,Accumulation Of These Hydrophobic Bas,resulted
66,28928138,"Accumulation of these hydrophobic BAs resulted from strong inhibition of amidation, and in addition, for lithocholic acid reduction of its sulfoconjugation, and was associated with variable alterations of uptake and efflux transporters.","['Accumulation of these hydrophobic BAs', 'sulfoconjugation', 'variable alterations of uptake']",['lithocholic acid'],True,Lithocholic Acid,Sulfoconjugation,resulted
67,28928138,"Accumulation of these hydrophobic BAs resulted from strong inhibition of amidation, and in addition, for lithocholic acid reduction of its sulfoconjugation, and was associated with variable alterations of uptake and efflux transporters.","['Accumulation of these hydrophobic BAs', 'sulfoconjugation', 'variable alterations of uptake']",['lithocholic acid'],True,Lithocholic Acid,Variable Alterations Of Uptake,resulted
68,27759057,"Furthermore, the observed synergistic toxicity of chlorpromazine and BA was associated with increased oxidative stress  and modulation of death receptor signalling.","['synergistic', 'increased oxidative stress']",['chlorpromazine'],True,Chlorpromazine,Synergistic,associated
69,27759057,"Furthermore, the observed synergistic toxicity of chlorpromazine and BA was associated with increased oxidative stress  and modulation of death receptor signalling.","['synergistic', 'increased oxidative stress']",['chlorpromazine'],True,Chlorpromazine,Increased Oxidative Stress,associated
70,27082594,"Olanzapine, a newer anti-psychotic agent, may play a role in the ocular pigmentary deposition, either directly causing pigmentary deposition itself or accentuating the effect of chlorpromazine as the 2 drugs act on the same receptors, although further studies are required to support this hypothesis.","['ocular pigmentary deposition', 'pigmentary deposition']","['Olanzapine', 'chlorpromazine']",True,Chlorpromazine,Pigmentary Deposition,causing
71,35185385,"LPS stimulation resulted in  increases in lung injury score, wet/dry ratio, and capillary permeability in lungs, as well as in total protein concentration, inflammatory cells, and inflammatory cytokines including IL-1β, IL-18 in bronchoalveolar lavage fluid (BALF), and lung tissues, whereas glibenclamide treatment reduced these changes.","['LPS stimulation', 'wet/dry ratio', 'capillary permeability in lungs', 'inflammatory cells, and inflammatory cytokines including IL-1β']",['glibenclamide'],True,Glibenclamide,Lps Stimulation,resulted
72,35185385,"LPS stimulation resulted in  increases in lung injury score, wet/dry ratio, and capillary permeability in lungs, as well as in total protein concentration, inflammatory cells, and inflammatory cytokines including IL-1β, IL-18 in bronchoalveolar lavage fluid (BALF), and lung tissues, whereas glibenclamide treatment reduced these changes.","['LPS stimulation', 'wet/dry ratio', 'capillary permeability in lungs', 'inflammatory cells, and inflammatory cytokines including IL-1β']",['glibenclamide'],True,Glibenclamide,Wet/Dry Ratio,resulted
73,35185385,"LPS stimulation resulted in  increases in lung injury score, wet/dry ratio, and capillary permeability in lungs, as well as in total protein concentration, inflammatory cells, and inflammatory cytokines including IL-1β, IL-18 in bronchoalveolar lavage fluid (BALF), and lung tissues, whereas glibenclamide treatment reduced these changes.","['LPS stimulation', 'wet/dry ratio', 'capillary permeability in lungs', 'inflammatory cells, and inflammatory cytokines including IL-1β']",['glibenclamide'],True,Glibenclamide,Capillary Permeability In Lungs,resulted
74,35185385,"LPS stimulation resulted in  increases in lung injury score, wet/dry ratio, and capillary permeability in lungs, as well as in total protein concentration, inflammatory cells, and inflammatory cytokines including IL-1β, IL-18 in bronchoalveolar lavage fluid (BALF), and lung tissues, whereas glibenclamide treatment reduced these changes.","['LPS stimulation', 'wet/dry ratio', 'capillary permeability in lungs', 'inflammatory cells, and inflammatory cytokines including IL-1β']",['glibenclamide'],True,Glibenclamide,"Inflammatory Cells, And Inflammatory Cytokines Including Il-1Β",resulted
75,34052309,"Overall, our findings demonstrated that glibenclamide protected dopaminergic neurons in a mouse PD model induced by combined exposures of paraquat and maneb through suppression of NLRP3 inflammasome activation, microglial M1 polarization and oxidative stress.","['dopaminergic neurons', 'suppression of NLRP3 inflammasome activation']","['glibenclamide', 'paraquat', 'maneb']",True,Paraquat,Suppression Of Nlrp3 Inflammasome Activation,induced
76,34052309,"Overall, our findings demonstrated that glibenclamide protected dopaminergic neurons in a mouse PD model induced by combined exposures of paraquat and maneb through suppression of NLRP3 inflammasome activation, microglial M1 polarization and oxidative stress.","['dopaminergic neurons', 'suppression of NLRP3 inflammasome activation']","['glibenclamide', 'paraquat', 'maneb']",True,Maneb,Suppression Of Nlrp3 Inflammasome Activation,induced
77,32167222,"In addition, glyburide inhibited the expression of NLRP3, IL-18, and IL-1β protein in lung tissues, and also suppressed NLRP3 inflammasome activation, including caspase-1 p10, active IL-1β protein in lung tissues, IL-1β, and IL-18 in BALF.","['expression of NLRP3', 'IL-1β protein in lung tissues']",['glyburide'],True,Glyburide,Expression Of Nlrp3,inhibited
